,title,n_enrolled,level,language,rating,price,sales
2695,JavaScript 2017: Become Top Rated Web Developer,1346,All,English,1,115,154790
2697,Full-Stack Web Apps with Meteor and React,3295,All,English,2,85,280075
2698,Angular 4: From Theory to Practice & FREE E-Book,4375,Intermediate,English,3,200,875000
2703,The Ultimate Beginner's Guide to Django,2390,Beginner,English,2,200,478000
2704,React JS - Mastering Redux,7059,All,English,4,100,705900
2705,Professional Ruby on Rails Developer with Rails 5,3179,All,English,2,200,635800
2706,"Ruby on Rails 5 - BDD, RSpec and Capybara",1870,All,English,1,200,374000
2708,Complete ASP NET MVC Web Development - Newbie to Ninja!,6073,All,Dutch,4,195,1184235
2709,The Complete DevOps Engineer Course 2.0 - Java & Kubernetes,5335,All,English,3,195,1040325
2710,All about NodeJS,8755,All,English,5,50,437750
2711,How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,4144,Beginner,English,3,40,165760
2712,The Complete jQuery Course - From Beginner to Professional!,6420,All,English,4,200,1284000
2713,Build a complete Fiverr clone with Node + Algolia + Paypal,1741,All,English,1,30,52230
2715,React From The Ground Up,3252,All,English,2,150,487800
2716,Javascript for Beginners Learn by Doing Practical Exercises,5089,All,English,3,100,508900
2717,8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive ,5962,All,English,4,100,596200
2718,Wordpress Website Mastery 2017,5181,Beginner,English,3,0,0
2719,How To Make an eCommerce Website With Wordpress 2017,3493,Beginner,English,2,0,0
2720,Mastering ASP.NET MVC 5 From Scratch Using C#,417,All,English,1,50,20850
2721,Start Web Development with GIS Map in JavaScript,1599,All,English,1,60,95940
2723,Web Development Tools the Pros Use: Code Productivity Hacks,2596,Beginner,English,2,30,77880
2724,WordPress : An Overview,1783,Beginner,Afrikaans,1,45,80235
2726,JavaScript : JavaScript Awesomeness,785,Beginner,English,1,25,19625
2727,Mastering CSS 3.0 Selectors,4115,Intermediate,English,3,0,0
2729,Learn HTML and CSS to make a Website,1154,Beginner,English,1,20,23080
2732,Boost your website speed without any coding!,1337,All,English,1,50,66850
2733,Professional Rails Code Along,1469,Intermediate,English,1,40,58760
2734,ASP.NET Web API 2 Hands-On,2660,All,German,2,20,53200
2735,Create a MEAN App by Example - Full Stack Course,421,Intermediate,English,1,50,21050
2737,Angular 2 From The Ground Up,1737,All,English,1,30,52110
2739,WP Plugin Development - Build your own plugin!,5439,Beginner,English,3,200,1087800
2740,Sass: From Beginner to Advanced,8059,All,English,5,40,322360
2742,Wordpress for Beginners - Build a Live Website from Scratch,3877,Beginner,English,2,20,77540
2743,"Essential JavaScript, jQuery and AngularJS Training",2919,Intermediate,English,2,30,87570
2744,The Pro Ruby on Rails Starter,2409,Beginner,English,2,45,108405
2745,Unit Testing AngularJS: Build Bugfree Apps That Always Work!,2083,All,English,2,25,52075
2746,WordPress Blog : Create a WordPress Website for Beginners,2076,Beginner,English,2,20,41520
2747,Introduction to HTML5 Canvas basics of drawing,2918,Beginner,English,2,200,583600
2748,"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",842,All,English,1,200,168400
2749,Kids Coding - Beginners CSS,7130,All,German,4,100,713000
2750,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,5549,All,English,3,50,277450
2751,Learning Path: Magento: Master and Test Magento 2 with Ease,155,Expert,English,1,200,31000
2752,The Complete hapiJS Course - Go From Beginner To Advanced!,1697,All,English,1,195,330915
2753,Ruby On Rails For Web Development,2526,Beginner,English,2,195,492570
2754,Create eye-catching WordPress website from scratch,2342,Beginner,English,2,30,70260
2756,WordPress Tips and Tricks,1117,Intermediate,English,1,200,223400
2757,HTML Tutorials : HTML Code for Website Creating,2401,All,English,2,20,48020
2758,Complete HTML5 and CSS3 Course +1 Start to Finish Project,3887,All,English,2,200,777400
2759,Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,1156,Beginner,English,1,35,40460
2760,HTML5 Specialist: Comprehensive HTML5 Training,1385,All,English,1,100,138500
2762,Build a Complete JQuery Plugin (Image Pop-up Dialog),1126,All,English,1,20,22520
2763,How to create HTML Forms,3652,Beginner,English,2,30,109560
2764,ReactJS and Flux: Learn By Building 10 Projects,1723,All,English,1,60,103380
2765,How To Make A Business Website In 1 Day With Wix FAST & EASY,3759,Beginner,English,2,20,75180
2766,PHP Date and Time Course by Edwin Diaz,1653,All,English,1,40,66120
2767,Start Your Own Forum Website in 15 Minutes ,5387,All,English,3,40,215480
2768,Hit the ground running with AngularJS with Dion Yang,4563,All,English,3,100,456300
2769,Learn CSS Transition and Animation ,3757,All,English,2,100,375700
2770,Learn JavaScript from scratch,4193,Beginner,English,3,20,83860
2771,WordPress for Beginners - Tutorial - From Novice to Know-How,3694,Beginner,English,2,20,73880
2772,RESTful API with Laravel,1905,All,English,1,45,85725
2773,Learn Ruby on Rails for Absolute Beginners,2875,All,English,2,195,560625
2774,JavaScript Tutorial,613,All,Romanian,1,180,110340
2775,Shopping Cart Website from Scratch Ecommerce,633,Beginner,English,1,200,126600
2776,Learn By Example: Angular JS,1515,All,English,1,50,75750
2777,The Complete front end web developer Bootcamp - 14 projects,900,All,English,1,200,180000
2778,WordPress LMS: E-Learning Website Made Easy,2382,All,English,2,20,47640
2780,In Depth Web Development Made Easy,3249,All,Dutch,2,25,81225
2781,Jquery :basics for beginners,1274,All,English,1,50,63700
2784,"ASP.NET Core MVC, Quick and Practical",387,Intermediate,English,1,20,7740
2785,Better way towards CSS using Less and Sass,2227,All,English,2,20,44540
2786,JavaScript Complete for beginners with real world Apps,2652,All,English,2,120,318240
2787,Creating a Responsive HTML Email,2520,All,English,2,20,50400
2788,Angular 2 Demystified,3150,All,English,2,20,63000
2789,Learn HTML Fast and Easy!,4011,Beginner,English,3,20,80220
2790,How To Setup a Micro-Blog in 3 Easy Steps,6937,All,English,4,25,173425
2791,Ruby on Rails for Complete Beginners,4839,Beginner,English,3,35,169365
2792,Wordpress for Non-Technical People,2346,Beginner,English,2,150,351900
2793,ASP NET CORE - ANGULAR 2 E-Commerce App,897,All,English,1,200,179400
2794,Introductory JavaScript Made Easy Training Tutorial,9381,Beginner,English,5,20,187620
2795,Become a Heroku Rails Ninja: Expert Level Deployment Tools,7090,Intermediate,English,4,50,354500
2796,Complete RESPONSIVE Website Design with HTML5 & CSS3,2204,Beginner,English,2,20,44080
2797,Pimcore Developer: Implement a Blog from a Bootstrap Theme,1212,All,English,1,95,115140
2798,Inspirational Web Development - A Beginner Approach -,5328,Beginner,English,3,20,106560
2799,"Learn HTML, A practical guide from scratch to HTML 5",5715,All,English,3,100,571500
2800,JavaScript Tutorial: Learn JavaScript Code for Beginners,2074,Beginner,English,2,20,41480
2802,Ultimate WordPress Plugin Course,4537,All,English,3,100,453700
2803,PHP for Beginners: How to Build an E-Commerce Store,5117,All,English,3,100,511700
2804,"Build Realtime Apps | React Js, Golang & RethinkDB",3854,All,English,2,60,231240
2805,"Master Electron: Desktop Apps using HTML, JavaScript & CSS",1902,Intermediate,English,1,165,313830
2807,Mastering Micro Services Using Java Spring Boot,1649,All,English,1,195,321555
2808,How to Create A Website: An HTML Tutorial and CSS Tutorial,3012,All,English,2,65,195780
2809,The Advanced Web Developer Course,6890,Intermediate,English,4,100,689000
2810,Projects in MongoDB - Learn MongoDB Building Projects,4628,All,English,3,50,231400
2812,"The Complete JavaScript, HTML and CSS Tutorial For Beginners",244,Beginner,English,1,35,8540
2813,"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",1472,All,English,1,195,287040
2815,Email Marketing: Send Unlimited Emails via Own Mail Server,3539,Beginner,English,2,35,123865
2816,Getting started with JavaScript,1415,Beginner,English,1,200,283000
2817,Learn the basics of the Web development: Coding Tactics,2965,Beginner,English,2,40,118600
2818,RESTful API with Laravel 5.4: Definitive Guide,655,All,English,1,145,94975
2820,Learn React : The World's Most Lucrative JavaScript Library,1591,Beginner,English,1,50,79550
2821,Master Regular Expressions from scratch - All languages,1925,All,English,1,70,134750
2824,Explore JavaScript Beginners Guide to Coding JavaScript,5739,Beginner,English,3,200,1147800
2826,Getting Started with WordPress 2016,1613,Beginner,English,1,20,32260
2828,Getting Started with LESS - Beginner Crash Course,1780,Beginner,English,1,25,44500
2829,Master ECMAScript 2015 (ES6),7438,All,Catalan,4,0,0
2831,Create Fast RESTful APIs with Lumen and Homestead by Laravel,1157,All,English,1,60,69420
2832,"Build Modern Websites Quick With HTML,CSS and Bootstrap",912,Beginner,English,1,20,18240
2833,Twitter Integration customize Tweets with developer API,2039,All,English,2,115,234485
2835,The Ultimate WordPress Boot Camp: Build 7 Websites,1000,Intermediate,English,1,125,125000
2837,Become A Full Stack Web Developer in 14 Days,467,All,English,1,195,91065
2838,Projects In ReactJS - The Complete React Learning Course,947,Intermediate,English,1,50,47350
2839,Beginning Web development Learn the basics of HTML,9832,Beginner,English,5,95,934040
2840,Step by Step Build Your Template by Bootstrap 4 from scratch,2184,Beginner,English,2,80,174720
2841,Hosting your static website on Amazon AWS S3 service,2853,Beginner,English,2,20,57060
2843,Spring Core DevOps on AWS,1626,Intermediate,English,1,100,162600
2844,How to Create a Website Without Coding - WordPress 2016,9056,Beginner,English,5,195,1765920
2845,PHP Graphic Techniques: CAPTCHA/ Create a verification code,8320,All,English,5,20,166400
2846,Introductory To HTML and CSS,4106,Beginner,English,3,50,205300
2847,Learn how to convert PSD to HTML and CSS responsive,5324,All,English,3,30,159720
2848,PHP User Login Registration Script With All Features,5603,All,English,3,200,1120600
2849,AJAX : Let's build a COOL project,4183,All,English,3,70,292810
2850,Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,301,Intermediate,English,1,95,28595
2851,Laravel Homestead,3883,Beginner,Spanish,2,0,0
2852,The Complete TypeScript Programming Guide for Web Developers,236,Intermediate,English,1,40,9440
2853,JavaScript with BackboneJS and Bootstrap CSS - Advanced,1758,Intermediate,English,1,25,43950
2854,Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,1266,All,English,1,200,253200
2855,XML DOM :basics for beginners,920,All,Norwegian,1,35,32200
2856,Learn HTML Basics From Scratch,5004,All,English,3,0,0
2857,Byte-Sized-Chunks: Dynamic Prototypes in Javascript,880,All,English,1,20,17600
2858,Build Websites from Scratch with Squarespace,342,Beginner,English,1,50,17100
2859,Introduction to web programming for GIS applications,205,Beginner,English,1,100,20500
2860,Java Spring Security,527,Intermediate,English,1,40,21080
2861,Responsive Html5 Theme Development,1517,All,English,1,20,30340
2862,What’s New in Bootstrap 4,130,All,English,1,20,2600
2863,ReactJS Course: Learn JavaScript Library Used by Facebook&IG,1018,Intermediate,English,1,50,50900
2864,Building a Ruby on Rails Application with Neo4j,4830,Intermediate,English,3,0,0
2865,Sara Learns to Code.  Making an App from Scratch,402,Beginner,English,1,60,24120
2866,Ajax  for Beginners: A Very Basic Introduction,755,Beginner,English,1,65,49075
2867,Wordpress Essentials: Useful Plugins,1087,Beginner,Catalan,1,25,27175
2868,Django by Example,170,Expert,English,1,125,21250
2869,Build A Great Wordpress Website For Your Business in 2 Hours,1054,All,English,1,35,36890
2870,Wordpress on AWS: The Easy way to AWS for Free Fast hosting ,245,All,English,1,40,9800
2871,Mastering TypeScript,353,Expert,English,1,95,33535
2872,Mastering AngularJS UI Development,464,Expert,English,1,95,44080
2873,Custom Theme Creation for WordPress using HTML5 and CSS3,298,Beginner,English,1,35,10430
2874,Create a PHP Contact Form in Bootstrap,2238,All,English,2,20,44760
2875,Introduction To Data Analytics Using Microsoft Power BI,1764,All,English,1,45,79380
2876,HTML Made Simple For Beginners: Create a One Page Website,3380,Beginner,English,2,65,219700
2877,The Complete Web Developer Masterclass: Beginner To Advanced,1030,All,English,1,20,20600
2878,Website Builder Software Previews,1406,Beginner,English,1,25,35150
2879,Learn How to Create Your Own Social Network,4732,All,English,3,50,236600
2880,"Learn By Example: The Foundations of HTML, CSS & Javascript",1724,All,English,1,50,86200
2881,JavaScript manipulation of the DOM Document Object Model,1618,Beginner,English,1,20,32360
2882,Create Jekyll blog and host it on Github like a Ninja,5056,Beginner,English,3,20,101120
2883,Learn React JS from scratch,1562,Beginner,English,1,115,179630
2884,Web Security: Common Vulnerabilities And Their Mitigation,1547,All,English,1,50,77350
2885,PHP for Beginners,2626,Beginner,Norwegian,2,40,105040
2887,Symfony 3: Build a PHP Application with Symfony,466,All,English,1,20,9320
2888,Learn ASP.Net Web API 2 for Absolute Beginner,1355,All,English,1,30,40650
2889,Build a Website in 30 Minutes,5065,Beginner,English,3,95,481175
2890,Google Blogger : How to Create a Blog,1763,Beginner,English,1,20,35260
2891,How to Make a Website Without Coding- WordPress & Web Skills,6413,All,English,4,30,192390
2892,Learn WCF And Web APIs From Scratch,5398,Intermediate,English,3,50,269900
2893,How To Build A Website From Scratch + Blogging Blueprint,7017,All,English,4,20,140340
2894,Learn To Create Different Website Layouts & Media Queries ,6510,All,English,4,195,1269450
2895,Build Sign Up and Login Forms With Bootstrap Modal,1898,All,English,1,20,37960
2896,"Build a Real Time web app in node.js , Angular.js, mongoDB",3299,All,English,2,20,65980
2897,Superb jQuery Course - Become Certified jQuery Developer,817,All,English,1,95,77615
2898,How To Build A Facebook Messenger Chat Bot From Scratch,1798,Beginner,English,1,120,215760
2899,"Build Your Own Calculator App with Javascript, HTML5 & CSS",3688,All,English,2,50,184400
2900,The Complete WordPress Development & Customization Course,1611,Expert,English,1,100,161100
2902,Learn jQuery AJAX in 1 hour,2547,Intermediate,English,2,195,496665
2903,Develop Competitive Plugins for WordPress and WooCommerce,2063,All,English,2,150,309450
2905,JSON Faster Sleeker & Easier Discover the benefits learn it,8577,All,English,5,200,1715400
2907,Ultimate Css & JQuery Form Designing From Beginner to Expert,783,All,English,1,115,90045
2909,JavaScript from Beginner to Expert,5484,All,English,3,125,685500
2910,Build a website HTML5 CSS3 Beginner Course,7884,Beginner,English,5,150,1182600
2912,WordPress For Beginners | No Coding Required,3106,All,English,2,20,62120
2913,jQuery For Beginners : A Basic Introduction,6293,Beginner,English,4,65,409045
2914,WordPress Plugins and Widgets,8711,Beginner,English,5,40,348440
2915,PHP Essential How to create build Amazing websites with PHP,8067,Beginner,English,5,75,605025
2916,HTML CSS JavaScript: Most popular ways to code HTML CSS JS,9332,All,English,5,170,1586440
2917,Bootstrap 3 Beginners: Create a Professional Landing Page,3271,Beginner,English,2,20,65420
2918,Introduction to Node.js for Beginners,1367,Beginner,English,1,125,170875
2919,Introduction to Coding with Ruby,5077,Beginner,English,3,45,228465
2920,Complete PHP and MySql Course: From Beginner to Professional,6508,All,English,4,200,1301600
2921,Angular JS Essentials,4687,Beginner,Catalan,3,195,913965
2923,"Web Application Development using Redis, Express, and Socket",300,Beginner,English,1,200,60000
2924,How to Start a WordPress Blog - Complete Beginners Guide!,3784,Beginner,English,2,0,0
2925,CSS3 Gradients for Web Designers,1209,All,English,1,20,24180
2926,Learn ASP NET MVC 5 step by step,1428,Intermediate,English,1,20,28560
2927,Tumult Hype Pro Basics: HTML5 Animations Made Easier,716,Beginner,English,1,50,35800
2929,Ruby on Rails 4---A Test-Driven Approach,1518,Beginner,English,1,100,151800
2930,AJAX :basics for beginners,1241,All,English,1,35,43435
2931,Let's JavaScript!  Code a calculator,380,Beginner,Catalan,1,35,13300
2932,JavaScript from Beginner to Advanced,395,All,English,1,195,77025
2933,WordPress Theme Academy with Bootstrap,1169,Intermediate,English,1,20,23380
2934,Building a eCommerce Startup in 4 Hours [Livestream],1114,Beginner,English,1,50,55700
2935,Responsive PHP Registration Form: From Scratch,5738,All,English,3,95,545110
2936,A-Frame WebVR Programming Tutorial Series (Virtual Reality),6648,Beginner,English,4,40,265920
2937,Learn Bootstrap And Make Responsive Websites,1605,All,English,1,25,40125
2938,HTML Web Development Crash Course,4848,Beginner,English,3,20,96960
2939,Bootstrap Basics: Program Responsive Websites,4743,All,English,3,75,355725
2940,Projects with JSON and APIs,1520,All,English,1,20,30400
2941,Web Design HTML CSS How to Create a Website from Scratch,3601,Beginner,English,2,50,180050
2942,"Create Complete Sign up System using PHP, jQuery and Ajax",4033,All,English,3,200,806600
2945,Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,430,All,English,1,125,53750
2946,Bootstrap Essential Training - Create Your Very Own Website,2643,All,English,2,20,52860
2947,Angular 2 Jump Start With Typescript,1731,All,English,1,20,34620
2948,Learn Plugin Development in WordPress By Building  Projects,1313,All,English,1,60,78780
2949,"Build Your Startup with No Coding (Design, Develop & Ship)",775,All,English,1,30,23250
2950,The Web Developers Guide: Learn HTML & CSS Fundamentals,2243,All,English,2,20,44860
2951,Learn PHP Programming for Absolute Beginners - Lite,2749,All,English,2,20,54980
2952,Learn Drupal 8 - With a Live Project,2012,All,English,2,55,110660
2953,Supreme NodeJS Course - For Beginners,1080,All,German,1,200,216000
2954,CSS3 for beginners,3831,Beginner,Norwegian,2,195,747045
2955,Javascript for beginners,2071,Beginner,Norwegian,2,75,155325
2956,Become a Bootstrap Expert: Build 20 Layouts!,2755,All,English,2,35,96425
2957,PHP : Learn to upload files to Amazon S3 and use CloudFront,1216,All,English,1,50,60800
2958,PHP MySQL: Learn PHP MySQL with Project,2314,All,English,2,20,46280
2959,How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,8770,Beginner,English,5,0,0
2960,Projects in Django and Python,1764,All,English,1,60,105840
2961,"Create, Update and Manage Your Own Website Using Drupal 7",2837,All,English,2,120,340440
2962,Learn HTML - The programming language to build a webpage!,1655,Beginner,English,1,25,41375
2963,Learn To Program JavaScript (in ten easy steps),2721,Beginner,English,2,75,204075
2964,Bootstrap :basics for beginners,1152,All,English,1,40,46080
2966,PHP :basics for beginners,1562,All,English,1,45,70290
2967,Beginning Oracle WebLogic for Administrators,9786,Beginner,English,5,0,0
2968,Build an HTML5 and CSS3 Website in 35 Minutes,1904,Beginner,English,1,20,38080
2969,Angular 2 Routing: Up And Running,3357,Intermediate,Tagalog,2,0,0
2970,Advanced Prezi: Make Amazing Presentations ,2200,All,English,2,30,66000
2971,1 hour jQuery,5456,Beginner,French,3,100,545600
2972,The WpFASTER WordPress Speed Optimization Master Course,2134,All,English,2,175,373450
2973,How to Build Your Own Website with WordPress: A Step-by-Step Guide ,4675,All,English,3,95,444125
2974,Build Apps with ReactJS: The Complete Course,1433,All,English,1,40,57320
2975,Learn SASS: from beginner to expert,1734,Beginner,English,1,20,34680
2976,The complete HTML5 course,3461,Beginner,English,2,20,69220
2977,Create a Responsive Website with Bootstrap 3,4076,Intermediate,English,3,50,203800
2978,Lerning PHP by building website,567,All,English,1,185,104895
2979,Learn PHP Object Oriented Features with Simple Examples,1723,All,English,1,20,34460
2980,Crash Course - Learn to Create a PHP MVC Framework,1282,All,English,1,50,64100
2981,JSON :basics for beginners,2052,All,English,2,45,92340
2982,CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,1874,All,English,1,200,374800
2983,Complete Guide to Front-End Web Development and Design,1119,Beginner,Dutch,1,200,223800
2984,"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",1023,All,English,1,100,102300
2985,Javascript for Beginners,3697,All,Norwegian,2,20,73940
2987,Regular Expressions for Beginners - Universal,1975,All,English,2,100,197500
2988,Learn Redis from Scratch,553,Intermediate,English,1,40,22120
2989,WordPress Plugin Development -> Deep dive discovery!,2650,All,English,2,40,106000
2990,Learn Ajax and jquery with PHP,2964,Beginner,English,2,20,59280
2991,Create a business website with WordPress,1624,All,English,1,50,81200
2992,DesktopServer : Install WordPress Locally  - Work Anywhere!,1640,Beginner,English,1,65,106600
2993,Understand PHP Arrays and HTTP Request in a Better Way,1627,All,English,1,35,56945
2994,Mastering CSS,1815,Expert,English,1,95,172425
2995,The Complete Wordpress Theme Development Guide,1011,Beginner,English,1,25,25275
2996,The Complete HMTL5 Course - Go From Beginner To Advanced!,2430,All,English,2,95,230850
2997,Learn Jquery from Scratch 2-Hour Training ,5318,Beginner,English,3,20,106360
2998,How to Create a Wordpress Website from Scratch - No Coding,7018,All,English,4,20,140360
2999,Learn PHP CodeIgniter Framework with AJAX and Bootstrap,1634,All,English,1,75,122550
3000,The Complete Guide to JavaScript Development,3590,All,English,2,110,394900
3001,Basic HTML CSS and Web Design,4030,Beginner,English,3,30,120900
3002,Build Professional WordPress Website,4020,All,English,3,145,582900
3003,Ultimate CSS3 Course - From Beginners To Professional,2635,All,English,2,95,250325
3004,Code & Grow Rich:  Earn More As An Entrepreneur Or Developer,7211,All,English,4,200,1442200
3005,Learn by Example : ReactJS,1496,Beginner,English,1,50,74800
3006,React.js Quickly: Developing Scalable Web User Interfaces,4447,Intermediate,English,3,50,222350
3007,JavaScript - Tricks and Workarounds,1410,All,English,1,100,141000
3008,Kids Coding - Beginner HTML,6628,Beginner,German,4,20,132560
3009,Learn PHP from scratch!!,1908,Beginner,English,1,25,47700
3010,PHP with PDO - ULTIMATE Crash Course,1248,All,English,1,50,62400
3011,JavaScript for beginners with live examples,4587,Beginner,English,3,195,894465
3012,Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,2351,All,English,2,50,117550
3013,Laravel(5.2) PHP Framework  Jump Start for beginners,3898,Beginner,Norwegian,2,20,77960
3014,Professional WordPress Theme Development For 2017,3185,All,English,2,20,63700
3015,Learn Laravel PHP Framework Building Multi User SEO Blog APP,557,All,English,1,100,55700
3016,Javascript Specialist,408,Beginner,Romanian,1,200,81600
3017,Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,1703,All,English,1,70,119210
3019,Crash Course: Fundamentals Of HTML & CSS From Scratch.,7368,Beginner,English,4,20,147360
3020,"Laravel, the complete guide with real world projects",676,All,English,1,200,135200
3021,VueJS V1 Introduction to VueJS JavaScript Framework,3632,Beginner,English,2,200,726400
3025,Responsive Web Design: Made Easy,5085,All,English,3,195,991575
3026,Parse Server: From Front End to Full Stack,1130,Intermediate,English,1,200,226000
3028,jQuery for Beginners - Create Website Animations Easily,2971,All,English,2,100,297100
3029,How to Build Chat Bots: From Beginner to Intermediate,2814,All,English,2,140,393960
3030,Web Development with BootStrap - 16 Instant Themes Included!,1355,All,English,1,40,54200
3031,Install a Wordpress Theme the Correct Way & Charge Others,2335,All,English,2,20,46700
3033,The CSS and CSS3 Crash Course,2051,All,English,2,150,307650
3034,Build a Business or Personal Website Using Wordpress,1069,Beginner,English,1,200,213800
3035,Learn By Example: PHP For Dynamic Websites,1439,Beginner,English,1,50,71950
3036,Learn ReactJS: Code Like A Facebook Developer,1948,Intermediate,English,1,20,38960
3037,Learn to Build Web Apps using D3JS,841,All,English,1,40,33640
3038,How to create awesome website and e-commerce in 1 hour,937,All,English,1,20,18740
3039,Joomla for Beginners - Learn how to build a website with CMS,583,Beginner,English,1,95,55385
3040,Learning Drupal 8,577,All,English,1,50,28850
3041,Learn How To Build a Web Application Without Coding,9364,Beginner,English,5,0,0
3042,Rock Solid Wordpress Security - Secure Web Development,5052,All,English,3,0,0
3043,Mastering JavaScript,694,Expert,English,1,95,65930
3044,PHP Laravel 5:Creating a CRUD application,511,All,English,1,45,22995
3045,XQUERY :basics for beginners,937,All,English,1,40,37480
3046,PHP Development with the Laravel Framework,1611,All,English,1,50,80550
3047,WordPress Development - Themes and Plugins Complete Guide,103,All,English,1,200,20600
3048,Basic JavaScript: Build 4 Basic JavaScript Projects,670,Beginner,English,1,40,26800
3049,HTML and CSS for Beginning Web Developers,1606,Beginner,English,1,100,160600
3050,Popular JavaScript Framework:Learn The Language Of Angular 2,260,Beginner,English,1,200,52000
3051,The Ultimate Guide to the Best WordPress Plugins Part 1,122,All,English,1,50,6100
3052,XSLT :basics for beginners,877,All,English,1,35,30695
3053,The Complete Wordpress Plugin Development Course - 8 Plugins,1215,All,English,1,200,243000
3054,JSON Crash Course for Beginners,3323,Beginner,English,2,45,149535
3057,The Sass Course! Learn Sass for Real-World Websites,975,All,English,1,95,92625
3058,Web Design How to Create a Website HTML CSS Bootstrap,5263,Beginner,English,3,75,394725
3059,Master Angular 4 by Example - Build 7 Awesome Apps!,596,All,English,1,195,116220
3060,Create A Custom Responsive WordPress Website For A Client,7517,All,English,4,95,714115
3062,How to Launch Your Own Website Builder Service,9028,Beginner,English,5,20,180560
3063,Getting Started with HTML,7375,Beginner,English,4,40,295000
3064,Spring Framework 4 (Java Enterprise JEE) with AngularJS,5177,All,English,3,95,491815
3065,Build A Weather App With Ajax Using Open Weather Map API,6548,All,English,4,20,130960
3067,Learn and Earn with HTML & CSS,9349,All,English,5,20,186980
3069,JavaScript in Action JavaScript Projects,7720,Beginner,English,4,150,1158000
3070,Modern Web Development with Laravel 5.2 (PHP Framework),2142,All,English,2,120,257040
3074,Learn jQuery by Example Course,8625,Beginner,English,5,170,1466250
3075,Bootstrap 4 Theme Development Masterclass,2641,All,English,2,150,396150
3076,Wordpress Theme Development for Beginners,1052,All,English,1,20,21040
3078,HTML Learning the Basics Intro to HTML website coding,7416,Beginner,English,4,20,148320
3079,Learn how to use Javascript Components with PHP and Symfony,1822,All,English,1,90,163980
3080,So you think you know JavaScript?,1010,All,English,1,50,50500
3081,Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,1425,All,English,1,110,156750
3082,Learn jQuery: An In-depth Course For Beginners,7014,All,English,4,50,350700
3083,JavaScript for Beginning Web Developers,7785,Beginner,English,4,75,583875
3084,JQuery Create Overlay Popups from scratch using Jquery,4407,All,English,3,50,220350
3085,Vue JS 2: From Beginner to Professional,602,All,English,1,145,87290
3086,Ultimate AngularJS: Build a Real-World App from Scratch,1712,All,English,1,100,171200
3087,Wordpress Site Migration,1894,All,English,1,20,37880
3088,introduction to HTML Course,3258,Beginner,English,2,20,65160
3089,Create Single Page Website using Twitter Bootstrap 3,7449,Intermediate,English,4,20,148980
3090,The All-In-One Web Development Course,538,All,English,1,85,45730
3091,Code a Responsive Website Using HTML5 and CSS for Beginners,1271,Beginner,English,1,50,63550
3092,AngularJS for the Real World - Learn by creating a WebApp,1407,All,English,1,115,161805
3093,Wordpress Tutorial   ,2311,All,English,2,200,462200
3094,Create a REAL Social Network like Facebook in PHP + MySQL,1002,All,English,1,45,45090
3095,Advanced Node.js Development,2565,Expert,Dutch,2,55,141075
3096,ASP.NET MVC 5 Project - Facebook Clone,210,All,English,1,30,6300
3097,Bootstrap For Beginners: A  Basic Introduction,1186,Beginner,English,1,55,65230
3098,jQuery for Beginners,1421,All,Norwegian,1,20,28420
3099,JavaScript Basics For Web Developers,958,Beginner,English,1,20,19160
3100,Learn PHP from Scratch,1550,Beginner,English,1,50,77500
3101,Learn Express,1309,Intermediate,English,1,25,32725
3102,"Build A Web App with VueJS, Spring Framework and MongoDB",251,All,English,1,145,36395
3103,Zend Framework 2: Learn the PHP framework ZF2 from scratch,723,All,English,1,40,28920
3105,X theme for WordPress: Responsive web design without code!,1318,All,English,1,20,26360
3106,Become a HTML and CSS Developer - Build a Responsive Site,3894,Beginner,English,2,0,0
3108,Install Wordpress,1447,Beginner,English,1,20,28940
3109,CSS Specialist: Comprehensive CSS Training,487,Beginner,English,1,100,48700
3110,Introduction to Laravel 4,9110,All,English,5,0,0
3111,Introduction to Elm,1519,Intermediate,English,1,0,0
3112,Learn to Freelance with People Per hour  (URDU),948,All,English,1,20,18960
3113,Learn Wordpress 4 from Scratch : Create Awesome Websites,2023,All,English,2,75,151725
3114,Amazon Alexa Development: From Beginner to Intermediate,1858,All,English,1,140,260120
3115,The Build a SAAS App with Flask Course,2244,All,English,2,40,89760
3116,Learn JSON with JavaScript Objects and APIs in 1 hour,3619,Intermediate,English,2,95,343805
3118,Building An E-Commerce Store Using Java Spring Framework,2743,All,English,2,95,260585
3119,Typescript Masterclass & FREE E-Book,1229,All,English,1,150,184350
3120,PHP MVC Framework CodeIgniter Tutorial for Beginners Project,3701,All,English,2,100,370100
